תאריך,שער,נפח,,,,
09.12.2022,3.4263,51.93K,,,,
08.12.2022,3.4246,81.55K,,,,
07.12.2022,3.4299,67.55K,,,,
06.12.2022,3.4264,71.66K,,,,
05.12.2022,3.4,66.47K,,,,
02.12.2022,3.3955,49.45K,,,,
01.12.2022,3.3899,58.42K,,,,
30.11.2022,3.4076,52.61K,,,,
29.11.2022,3.4357,66.50K,,,,
28.11.2022,3.4434,40.79K,,,,
25.11.2022,3.4203,32.77K,,,,
24.11.2022,3.416,52.94K,,,,
23.11.2022,3.4228,39.27K,,,,
22.11.2022,3.4654,47.81K,,,,
21.11.2022,3.4711,38.25K,,,,
18.11.2022,3.4719,32.46K,,,,
17.11.2022,3.4658,33.52K,,,,
16.11.2022,3.4251,36.32K,,,,
15.11.2022,3.4094,49.43K,,,,
14.11.2022,3.426,43.00K,,,,
11.11.2022,3.4093,58.51K,,,,
10.11.2022,3.4723,54.25K,,,,
09.11.2022,3.546,63.81K,,,,
08.11.2022,3.529,66.27K,,,,
07.11.2022,3.5346,62.69K,,,,
04.11.2022,3.546,55.91K,,,,
03.11.2022,3.5756,63.38K,,,,
02.11.2022,3.5467,53.03K,,,,
01.11.2022,3.5313,7.99K,,,,
31.10.2022,3.5214,68.17K,,,,
28.10.2022,3.5311,47.53K,,,,
27.10.2022,3.5193,78.00K,,,,
26.10.2022,3.486,62.35K,,,,
25.10.2022,3.5145,57.06K,,,,
24.10.2022,3.5482,57.50K,,,,
21.10.2022,3.5284,36.01K,,,,
20.10.2022,3.5478,56.16K,,,,
19.10.2022,3.5349,61.42K,,,,
18.10.2022,3.5227,59.08K,,,,
17.10.2022,3.5154,4.85K,,,,
14.10.2022,3.5498,20.21K,,,,
13.10.2022,3.5455,32.80K,,,,
12.10.2022,3.5579,54.69K,,,,
11.10.2022,3.5755,28.74K,,,,
10.10.2022,3.558,6.40K,,,,
07.10.2022,3.5413,51.75K,,,,
06.10.2022,3.5285,55.64K,,,,
05.10.2022,3.5255,14.14K,,,,
04.10.2022,3.5006,33.31K,,,,
03.10.2022,3.5363,69.07K,,,,
30.09.2022,3.5628,47.18K,,,,
29.09.2022,3.5566,74.29K,,,,
28.09.2022,3.5174,43.96K,,,,
27.09.2022,3.5043,5.29K,,,,
26.09.2022,3.5159,4.20K,,,,
23.09.2022,3.4986,51.90K,,,,
22.09.2022,3.487,58.82K,,,,
21.09.2022,3.4645,68.63K,,,,
20.09.2022,3.4461,53.53K,,,,
19.09.2022,3.4382,70.54K,,,,
16.09.2022,3.4232,40.22K,,,,
15.09.2022,3.4356,58.69K,,,,
14.09.2022,3.4203,74.14K,,,,
13.09.2022,3.4385,73.17K,,,,
12.09.2022,3.3641,62.84K,,,,
09.09.2022,3.407,44.81K,,,,
08.09.2022,3.4354,71.75K,,,,
07.09.2022,3.4222,53.01K,,,,
06.09.2022,3.4148,82.76K,,,,
05.09.2022,3.4074,65.75K,,,,
02.09.2022,3.3764,18.00K,,,,
01.09.2022,3.3786,71.08K,,,,
31.08.2022,3.3283,87.32K,,,,
30.08.2022,3.3266,67.12K,,,,
29.08.2022,3.3157,70.26K,,,,
26.08.2022,3.2837,44.14K,,,,
25.08.2022,3.265,64.61K,,,,
24.08.2022,3.2696,67.17K,,,,
23.08.2022,3.2612,62.72K,,,,
22.08.2022,3.2917,65.29K,,,,
19.08.2022,3.2686,53.43K,,,,
18.08.2022,3.2453,66.90K,,,,
17.08.2022,3.2448,59.91K,,,,
16.08.2022,3.2538,85.58K,,,,
15.08.2022,3.2703,62.05K,,,,
12.08.2022,3.2352,39.25K,,,,
11.08.2022,3.2444,60.56K,,,,
10.08.2022,3.2579,90.87K,,,,
09.08.2022,3.3124,67.84K,,,,
08.08.2022,3.3071,67.01K,,,,
05.08.2022,3.3495,47.64K,,,,
04.08.2022,3.3292,58.38K,,,,
03.08.2022,3.3596,54.68K,,,,
02.08.2022,3.3702,68.38K,,,,
01.08.2022,3.368,57.88K,,,,
29.07.2022,3.3968,50.75K,,,,
28.07.2022,3.4025,58.79K,,,,
27.07.2022,3.4138,74.44K,,,,
26.07.2022,3.4463,68.93K,,,,
25.07.2022,3.4384,59.66K,,,,
22.07.2022,3.4377,40.03K,,,,
21.07.2022,3.441,38.10K,,,,
20.07.2022,3.4373,41.63K,,,,
19.07.2022,3.4345,41.97K,,,,
18.07.2022,3.4475,41.88K,,,,
15.07.2022,3.4573,46.20K,,,,
14.07.2022,3.4937,53.18K,,,,
13.07.2022,3.4552,64.43K,,,,
12.07.2022,3.4827,59.51K,,,,
11.07.2022,3.4829,56.34K,,,,
08.07.2022,3.4572,36.57K,,,,
07.07.2022,3.4683,60.74K,,,,
06.07.2022,3.4924,63.20K,,,,
05.07.2022,3.5065,67.58K,,,,
04.07.2022,3.4999,43.01K,,,,
01.07.2022,3.5237,20.49K,,,,
30.06.2022,3.4949,39.44K,,,,
29.06.2022,3.4563,66.57K,,,,
28.06.2022,3.436,42.93K,,,,
27.06.2022,3.4159,53.91K,,,,
24.06.2022,3.4081,41.38K,,,,
23.06.2022,3.4477,38.04K,,,,
22.06.2022,3.4364,54.03K,,,,
21.06.2022,3.4498,59.55K,,,,
20.06.2022,3.444,49.27K,,,,
17.06.2022,3.456,38.56K,,,,
16.06.2022,3.4558,45.70K,,,,
15.06.2022,3.435,52.19K,,,,
14.06.2022,3.4667,46.58K,,,,
13.06.2022,3.4621,52.12K,,,,
10.06.2022,3.3931,42.80K,,,,
09.06.2022,3.3603,56.06K,,,,
08.06.2022,3.3302,64.49K,,,,
07.06.2022,3.3392,57.78K,,,,
06.06.2022,3.3314,48.99K,,,,
03.06.2022,3.3332,56.42K,,,,
02.06.2022,3.3248,75.54K,,,,
01.06.2022,3.3432,52.38K,,,,
31.05.2022,3.3221,54.62K,,,,
30.05.2022,3.3366,56.90K,,,,
27.05.2022,3.3474,33.17K,,,,
26.05.2022,3.3463,55.50K,,,,
25.05.2022,3.3398,58.90K,,,,
24.05.2022,3.3513,60.14K,,,,
23.05.2022,3.3354,57.12K,,,,
20.05.2022,3.356,38.21K,,,,
19.05.2022,3.3609,47.51K,,,,
18.05.2022,3.3903,46.22K,,,,
17.05.2022,3.3463,54.00K,,,,
16.05.2022,3.3856,56.59K,,,,
13.05.2022,3.4009,44.36K,,,,
12.05.2022,3.4407,59.01K,,,,
11.05.2022,3.4402,56.40K,,,,
10.05.2022,3.4513,58.98K,,,,
09.05.2022,3.4336,64.15K,,,,
06.05.2022,3.3984,44.51K,,,,
05.05.2022,3.4141,34.27K,,,,
04.05.2022,3.3471,41.29K,,,,
03.05.2022,3.3406,56.75K,,,,
02.05.2022,3.3575,70.01K,,,,
29.04.2022,3.3412,35.35K,,,,
28.04.2022,3.3192,46.32K,,,,
27.04.2022,3.3111,46.08K,,,,
26.04.2022,3.2993,50.13K,,,,
25.04.2022,3.2812,53.55K,,,,
22.04.2022,3.2698,32.53K,,,,
21.04.2022,3.242,41.17K,,,,
20.04.2022,3.2173,52.24K,,,,
19.04.2022,3.2343,55.16K,,,,
18.04.2022,3.2332,53.37K,,,,
15.04.2022,3.2169,19.33K,,,,
14.04.2022,3.2142,53.39K,,,,
13.04.2022,3.2017,46.11K,,,,
12.04.2022,3.202,54.20K,,,,
11.04.2022,3.2102,59.82K,,,,
08.04.2022,3.2224,44.53K,,,,
07.04.2022,3.2253,56.24K,,,,
06.04.2022,3.2316,58.50K,,,,
05.04.2022,3.2177,53.25K,,,,
04.04.2022,3.2085,55.35K,,,,
01.04.2022,3.2022,60.34K,,,,
31.03.2022,3.19,79.66K,,,,
30.03.2022,3.176,58.98K,,,,
29.03.2022,3.1893,66.14K,,,,
28.03.2022,3.2208,82.60K,,,,
25.03.2022,3.2117,48.90K,,,,
24.03.2022,3.2146,53.95K,,,,
23.03.2022,3.2199,54.94K,,,,
22.03.2022,3.2135,59.03K,,,,
21.03.2022,3.2192,36.77K,,,,
18.03.2022,3.2396,35.44K,,,,
17.03.2022,3.2302,22.40K,,,,
16.03.2022,3.249,54.67K,,,,
15.03.2022,3.2714,60.46K,,,,
14.03.2022,3.2799,55.88K,,,,
11.03.2022,3.251,35.32K,,,,
10.03.2022,3.2628,56.10K,,,,
09.03.2022,3.2554,56.01K,,,,
08.03.2022,3.2928,52.84K,,,,
07.03.2022,3.2816,55.15K,,,,
04.03.2022,3.2705,38.20K,,,,
03.03.2022,3.2456,56.30K,,,,
02.03.2022,3.2214,70.25K,,,,
01.03.2022,3.2209,46.29K,,,,
28.02.2022,3.2048,61.81K,,,,
25.02.2022,3.2244,44.29K,,,,
24.02.2022,3.2408,43.89K,,,,
23.02.2022,3.2324,59.50K,,,,
22.02.2022,3.2232,58.94K,,,,
21.02.2022,3.2141,54.14K,,,,
18.02.2022,3.201,54.48K,,,,
17.02.2022,3.2079,74.67K,,,,
16.02.2022,3.1886,51.78K,,,,
15.02.2022,3.2132,63.43K,,,,
14.02.2022,3.2557,54.23K,,,,
11.02.2022,3.2439,42.63K,,,,
10.02.2022,3.2272,71.48K,,,,
09.02.2022,3.2064,74.74K,,,,
08.02.2022,3.2109,56.21K,,,,
07.02.2022,3.1925,53.18K,,,,
04.02.2022,3.2069,45.72K,,,,
03.02.2022,3.1879,57.12K,,,,
02.02.2022,3.1681,69.13K,,,,
01.02.2022,3.1623,53.97K,,,,
31.01.2022,3.1671,62.55K,,,,
28.01.2022,3.1972,52.27K,,,,
27.01.2022,3.1938,62.37K,,,,
26.01.2022,3.1792,60.27K,,,,
25.01.2022,3.1722,58.78K,,,,
24.01.2022,3.1586,61.36K,,,,
21.01.2022,3.1434,44.09K,,,,
20.01.2022,3.1353,51.80K,,,,
19.01.2022,3.133,60.03K,,,,
18.01.2022,3.1305,63.05K,,,,
17.01.2022,3.1078,42.67K,,,,
14.01.2022,3.1057,48.34K,,,,
13.01.2022,3.1118,64.16K,,,,
12.01.2022,3.1083,57.99K,,,,
11.01.2022,3.1057,46.85K,,,,
10.01.2022,3.1305,57.19K,,,,
07.01.2022,3.1049,45.62K,,,,
06.01.2022,3.1065,60.44K,,,,
05.01.2022,3.1025,54.54K,,,,
04.01.2022,3.0844,59.45K,,,,
03.01.2022,3.1081,56.36K,,,,
31.12.2021,3.1047,28.11K,,,,
30.12.2021,3.1043,57.10K,,,,
29.12.2021,3.1211,60.04K,,,,
28.12.2021,3.0993,58.42K,,,,
27.12.2021,3.1122,77.57K,,,,
24.12.2021,3.1498,44.67K,,,,
23.12.2021,3.1512,87.53K,,,,
22.12.2021,3.1617,64.92K,,,,
21.12.2021,3.1612,80.83K,,,,
20.12.2021,3.1679,59.04K,,,,
17.12.2021,3.125,43.59K,,,,
16.12.2021,3.0991,58.89K,,,,
15.12.2021,3.118,58.12K,,,,
14.12.2021,3.1356,61.48K,,,,
13.12.2021,3.1113,48.61K,,,,
10.12.2021,3.0989,42.80K,,,,
09.12.2021,3.0997,68.11K,,,,
08.12.2021,3.0967,38.71K,,,,
07.12.2021,3.1276,63.37K,,,,
06.12.2021,3.1649,47.64K,,,,
03.12.2021,3.1605,46.67K,,,,
02.12.2021,3.161,54.64K,,,,
01.12.2021,3.162,54.90K,,,,
30.11.2021,3.1491,73.82K,,,,
29.11.2021,3.1573,65.83K,,,,
26.11.2021,3.1886,50.91K,,,,
25.11.2021,3.1596,79.27K,,,,
24.11.2021,3.1452,48.10K,,,,
23.11.2021,3.1309,59.76K,,,,
22.11.2021,3.0866,48.98K,,,,
19.11.2021,3.0948,58.47K,,,,
18.11.2021,3.084,70.26K,,,,
17.11.2021,3.0755,50.67K,,,,
16.11.2021,3.0923,50.47K,,,,
15.11.2021,3.1015,57.49K,,,,
12.11.2021,3.106,43.03K,,,,
11.11.2021,3.1169,59.32K,,,,
10.11.2021,3.1158,67.10K,,,,
09.11.2021,3.1063,62.94K,,,,
08.11.2021,3.1101,46.52K,,,,
05.11.2021,3.1088,42.50K,,,,
04.11.2021,3.104,59.35K,,,,
03.11.2021,3.1154,39.26K,,,,
02.11.2021,3.1319,67.95K,,,,
01.11.2021,3.1135,42.74K,,,,
29.10.2021,3.159,47.16K,,,,
28.10.2021,3.162,77.13K,,,,
27.10.2021,3.1889,75.26K,,,,
26.10.2021,3.198,68.17K,,,,
25.10.2021,3.1992,52.42K,,,,
22.10.2021,3.2055,58.34K,,,,
21.10.2021,3.2072,70.51K,,,,
20.10.2021,3.2108,70.33K,,,,
19.10.2021,3.2128,46.69K,,,,
18.10.2021,3.2169,69.56K,,,,
15.10.2021,3.2205,46.03K,,,,
14.10.2021,3.2205,42.50K,,,,
13.10.2021,3.2225,45.60K,,,,
12.10.2021,3.2303,65.48K,,,,
11.10.2021,3.2264,48.92K,,,,
08.10.2021,3.2316,46.00K,,,,
07.10.2021,3.2239,53.58K,,,,
06.10.2021,3.2342,79.46K,,,,
05.10.2021,3.2306,60.57K,,,,
04.10.2021,3.2217,58.10K,,,,
01.10.2021,3.2156,58.17K,,,,
30.09.2021,3.2235,65.71K,,,,
29.09.2021,3.2174,47.43K,,,,
28.09.2021,3.2093,56.64K,,,,
27.09.2021,3.1995,43.61K,,,,
24.09.2021,3.1966,56.97K,,,,
23.09.2021,3.1969,61.35K,,,,
22.09.2021,3.2005,50.41K,,,,
21.09.2021,3.2041,26.83K,,,,
20.09.2021,3.2114,43.44K,,,,
17.09.2021,3.206,47.32K,,,,
16.09.2021,3.2127,36.34K,,,,
15.09.2021,3.2036,37.19K,,,,
14.09.2021,3.2096,50.28K,,,,
13.09.2021,3.2087,56.54K,,,,
10.09.2021,3.1983,57.70K,,,,
09.09.2021,3.2038,81.57K,,,,
08.09.2021,3.2031,40.78K,,,,
07.09.2021,3.2039,44.22K,,,,
06.09.2021,3.2011,73.16K,,,,
03.09.2021,3.1998,70.61K,,,,
02.09.2021,3.2026,45.54K,,,,
01.09.2021,3.203,53.44K,,,,
31.08.2021,3.2032,59.83K,,,,
30.08.2021,3.2139,56.36K,,,,
27.08.2021,3.2196,48.55K,,,,
26.08.2021,3.2242,68.81K,,,,
25.08.2021,3.2247,54.90K,,,,
24.08.2021,3.2157,75.11K,,,,
23.08.2021,3.2225,55.30K,,,,
20.08.2021,3.2375,62.91K,,,,
19.08.2021,3.247,56.48K,,,,
18.08.2021,3.2318,71.46K,,,,
17.08.2021,3.2355,74.49K,,,,
16.08.2021,3.224,40.90K,,,,
13.08.2021,3.2138,44.10K,,,,
12.08.2021,3.2208,53.50K,,,,
11.08.2021,3.229,79.30K,,,,
10.08.2021,3.2269,53.31K,,,,
09.08.2021,3.2193,54.43K,,,,
06.08.2021,3.2243,70.48K,,,,
05.08.2021,3.2125,68.53K,,,,
04.08.2021,3.2105,76.80K,,,,
03.08.2021,3.2082,54.50K,,,,
02.08.2021,3.2227,54.68K,,,,
30.07.2021,3.2248,49.89K,,,,
29.07.2021,3.2364,53.26K,,,,
28.07.2021,3.2523,52.51K,,,,
27.07.2021,3.2524,74.49K,,,,
26.07.2021,3.2546,52.37K,,,,
23.07.2021,3.2714,41.13K,,,,
22.07.2021,3.272,50.00K,,,,
21.07.2021,3.2735,57.15K,,,,
20.07.2021,3.2898,60.31K,,,,
19.07.2021,3.2982,54.82K,,,,
16.07.2021,3.287,45.03K,,,,
15.07.2021,3.2726,69.20K,,,,
14.07.2021,3.2611,63.09K,,,,
13.07.2021,3.2838,64.23K,,,,
12.07.2021,3.2801,45.53K,,,,
09.07.2021,3.2776,58.72K,,,,
08.07.2021,3.2785,58.68K,,,,
07.07.2021,3.2706,56.99K,,,,
06.07.2021,3.2735,30.40K,,,,
05.07.2021,3.2615,51.03K,,,,
02.07.2021,3.2674,71.28K,,,,
01.07.2021,3.2671,60.08K,,,,
30.06.2021,3.257,73.07K,,,,
29.06.2021,3.2528,57.05K,,,,
28.06.2021,3.2571,39.16K,,,,
25.06.2021,3.2463,59.08K,,,,
24.06.2021,3.2408,51.96K,,,,
23.06.2021,3.2504,59.52K,,,,
22.06.2021,3.2574,55.21K,,,,
21.06.2021,3.2644,54.85K,,,,
18.06.2021,3.2769,53.03K,,,,
17.06.2021,3.267,59.44K,,,,
16.06.2021,3.2555,45.41K,,,,
15.06.2021,3.2391,49.08K,,,,
14.06.2021,3.243,46.41K,,,,
11.06.2021,3.2509,61.27K,,,,
10.06.2021,3.241,60.07K,,,,
09.06.2021,3.2407,57.08K,,,,
08.06.2021,3.2428,48.35K,,,,
07.06.2021,3.2447,56.73K,,,,
04.06.2021,3.2497,42.09K,,,,
03.06.2021,3.2545,44.00K,,,,
02.06.2021,3.2461,53.73K,,,,
01.06.2021,3.2406,52.70K,,,,
31.05.2021,3.2469,53.08K,,,,
28.05.2021,3.2473,54.44K,,,,
27.05.2021,3.2406,54.65K,,,,
26.05.2021,3.2466,75.34K,,,,
25.05.2021,3.2399,80.68K,,,,
24.05.2021,3.2477,43.62K,,,,
21.05.2021,3.2538,44.15K,,,,
20.05.2021,3.2539,41.69K,,,,
19.05.2021,3.2651,52.84K,,,,
18.05.2021,3.2517,43.30K,,,,
17.05.2021,3.2774,6.41K,,,,
14.05.2021,3.2724,47.86K,,,,
13.05.2021,3.2857,50.27K,,,,
12.05.2021,3.2853,52.84K,,,,
11.05.2021,3.2889,66.54K,,,,
10.05.2021,3.259,44.66K,,,,
07.05.2021,3.2488,42.08K,,,,
06.05.2021,3.2558,63.92K,,,,
05.05.2021,3.2654,48.13K,,,,
04.05.2021,3.2606,66.60K,,,,
03.05.2021,3.2487,44.85K,,,,
30.04.2021,3.2449,57.80K,,,,
29.04.2021,3.2473,49.68K,,,,
28.04.2021,3.2492,48.74K,,,,
27.04.2021,3.2389,46.32K,,,,
26.04.2021,3.2355,47.15K,,,,
23.04.2021,3.2551,39.12K,,,,
22.04.2021,3.2572,44.17K,,,,
21.04.2021,3.2641,50.98K,,,,
20.04.2021,3.2483,73.43K,,,,
19.04.2021,3.2577,54.31K,,,,
16.04.2021,3.2775,54.05K,,,,
15.04.2021,3.2797,59.49K,,,,
14.04.2021,3.279,56.69K,,,,
13.04.2021,3.2896,47.56K,,,,
12.04.2021,3.2926,44.30K,,,,
09.04.2021,3.2879,46.32K,,,,
08.04.2021,3.2798,59.61K,,,,
07.04.2021,3.2898,54.74K,,,,
06.04.2021,3.2944,49.54K,,,,
05.04.2021,3.3092,40.78K,,,,
02.04.2021,3.33,39.66K,,,,
01.04.2021,3.33,47.10K,,,,
31.03.2021,3.337,40.53K,,,,
30.03.2021,3.3334,49.50K,,,,
29.03.2021,3.3294,27.15K,,,,
26.03.2021,3.3298,57.79K,,,,
25.03.2021,3.3249,55.56K,,,,
24.03.2021,3.3118,43.08K,,,,
23.03.2021,3.2936,36.85K,,,,
22.03.2021,3.2972,42.79K,,,,
19.03.2021,3.2988,49.16K,,,,
18.03.2021,3.287,43.68K,,,,
17.03.2021,3.2838,49.03K,,,,
16.03.2021,3.2899,47.85K,,,,
15.03.2021,3.3068,39.13K,,,,
12.03.2021,3.3227,48.91K,,,,
11.03.2021,3.3035,55.83K,,,,
10.03.2021,3.3191,53.77K,,,,
09.03.2021,3.3247,49.48K,,,,
08.03.2021,3.3428,50.61K,,,,
05.03.2021,3.3284,40.74K,,,,
04.03.2021,3.3169,61.19K,,,,
03.03.2021,3.3078,72.83K,,,,
02.03.2021,3.2951,44.73K,,,,
01.03.2021,3.3015,56.72K,,,,
26.02.2021,3.3092,32.90K,,,,
25.02.2021,3.2945,54.73K,,,,
24.02.2021,3.2626,44.11K,,,,
23.02.2021,3.2661,55.82K,,,,
22.02.2021,3.2632,38.69K,,,,
19.02.2021,3.2695,51.07K,,,,
18.02.2021,3.2709,64.17K,,,,
17.02.2021,3.2651,42.80K,,,,
16.02.2021,3.2401,40.95K,,,,
15.02.2021,3.2413,52.30K,,,,
12.02.2021,3.2501,60.78K,,,,
11.02.2021,3.2472,55.51K,,,,
10.02.2021,3.2571,60.55K,,,,
09.02.2021,3.2482,64.40K,,,,
08.02.2021,3.2571,59.18K,,,,
05.02.2021,3.2871,45.98K,,,,
04.02.2021,3.2899,45.41K,,,,
03.02.2021,3.2981,40.98K,,,,
