תאריך,שער,נפח,,,,
03.04.2019,3.5993,20.97K,,,,
02.04.2019,3.6203,19.66K,,,,
01.04.2019,3.6215,19.42K,,,,
29.03.2019,3.6324,18.44K,,,,
28.03.2019,3.6245,20.61K,,,,
27.03.2019,3.6322,21.79K,,,,
26.03.2019,3.6198,17.18K,,,,
25.03.2019,3.6259,18.50K,,,,
22.03.2019,3.6177,6.15K,,,,
21.03.2019,3.603,17.61K,,,,
20.03.2019,3.5949,19.82K,,,,
19.03.2019,3.6077,18.16K,,,,
18.03.2019,3.6052,16.47K,,,,
15.03.2019,3.5967,14.01K,,,,
14.03.2019,3.6097,21.53K,,,,
13.03.2019,3.6004,25.68K,,,,
12.03.2019,3.6121,18.90K,,,,
11.03.2019,3.6239,20.59K,,,,
08.03.2019,3.6298,26.86K,,,,
07.03.2019,3.6276,22.20K,,,,
06.03.2019,3.6089,17.39K,,,,
05.03.2019,3.6143,25.79K,,,,
04.03.2019,3.6229,19.95K,,,,
01.03.2019,3.6322,19.31K,,,,
28.02.2019,3.6237,25.30K,,,,
27.02.2019,3.6153,19.79K,,,,
26.02.2019,3.6195,21.11K,,,,
25.02.2019,3.6082,18.49K,,,,
22.02.2019,3.6111,6.50K,,,,
21.02.2019,3.6191,25.72K,,,,
20.02.2019,3.6096,17.98K,,,,
19.02.2019,3.6189,23.18K,,,,
18.02.2019,3.6178,18.43K,,,,
15.02.2019,3.6202,20.61K,,,,
14.02.2019,3.6374,26.89K,,,,
13.02.2019,3.6502,19.24K,,,,
12.02.2019,3.637,22.54K,,,,
11.02.2019,3.6477,17.98K,,,,
08.02.2019,3.6414,15.62K,,,,
07.02.2019,3.6334,26.64K,,,,
06.02.2019,3.6221,23.74K,,,,
05.02.2019,3.6101,15.85K,,,,
04.02.2019,3.6126,20.35K,,,,
01.02.2019,3.6375,20.10K,,,,
31.01.2019,3.6322,26.47K,,,,
30.01.2019,3.6561,23.11K,,,,
29.01.2019,3.68,26.94K,,,,
28.01.2019,3.6744,22.00K,,,,
25.01.2019,3.6624,12.71K,,,,
24.01.2019,3.6865,21.72K,,,,
23.01.2019,3.6751,18.22K,,,,
22.01.2019,3.6803,9.75K,,,,
21.01.2019,3.6955,12.75K,,,,
18.01.2019,3.69,14.34K,,,,
17.01.2019,3.6915,12.07K,,,,
16.01.2019,3.6866,,,,,
15.01.2019,3.6804,,,,,
14.01.2019,3.6631,,,,,
11.01.2019,3.6729,1.47K,,,,
10.01.2019,3.6696,,,,,
09.01.2019,3.6681,,,,,
08.01.2019,3.6974,0.20K,,,,
07.01.2019,3.7082,0.34K,,,,
04.01.2019,3.7089,15.01K,,,,
03.01.2019,3.7271,0.87K,,,,
02.01.2019,3.7545,0.01K,,,,
01.01.2019,3.7339,0.00K,,,,
31.12.2018,3.7375,0.01K,,,,
28.12.2018,3.7636,,,,,
27.12.2018,3.7709,0.01K,,,,
26.12.2018,3.778,0.00K,,,,
25.12.2018,3.781,,,,,
24.12.2018,3.7691,,,,,
21.12.2018,3.7678,,,,,
20.12.2018,3.7656,0.11K,,,,
19.12.2018,3.7616,,,,,
18.12.2018,3.7612,0.00K,,,,
17.12.2018,3.7681,0.42K,,,,
14.12.2018,3.7696,,,,,
13.12.2018,3.7651,0.01K,,,,
12.12.2018,3.7498,0.57K,,,,
11.12.2018,3.7513,0.00K,,,,
10.12.2018,3.7436,0.00K,,,,
07.12.2018,3.733,,,,,
06.12.2018,3.7379,0.28K,,,,
05.12.2018,3.7266,0.01K,,,,
04.12.2018,3.736,0.01K,,,,
03.12.2018,3.7252,0.14K,,,,
30.11.2018,3.7162,,,,,
29.11.2018,3.7079,0.10K,,,,
28.11.2018,3.7185,0.01K,,,,
27.11.2018,3.7357,0.12K,,,,
26.11.2018,3.7149,0.10K,,,,
23.11.2018,3.7357,,,,,
22.11.2018,3.7392,0.03K,,,,
21.11.2018,3.7281,0.08K,,,,
20.11.2018,3.7321,0.27K,,,,
19.11.2018,3.7022,0.07K,,,,
16.11.2018,3.702,,,,,
15.11.2018,3.7096,0.01K,,,,
14.11.2018,3.6925,0.08K,,,,
13.11.2018,3.6898,1.89K,,,,
12.11.2018,3.6946,0.06K,,,,
09.11.2018,3.6728,,,,,
08.11.2018,3.684,0.02K,,,,
07.11.2018,3.6671,0.01K,,,,
06.11.2018,3.687,0.01K,,,,
05.11.2018,3.6892,0.00K,,,,
02.11.2018,3.6913,,,,,
01.11.2018,3.7014,0.00K,,,,
31.10.2018,3.7192,0.01K,,,,
30.10.2018,3.7118,0.09K,,,,
29.10.2018,3.7101,0.00K,,,,
26.10.2018,3.6937,,,,,
25.10.2018,3.6956,0.01K,,,,
24.10.2018,3.686,0.01K,,,,
23.10.2018,3.6723,0.01K,,,,
22.10.2018,3.6618,,,,,
19.10.2018,3.657,,,,,
18.10.2018,3.662,,,,,
17.10.2018,3.6488,,,,,
16.10.2018,3.6406,,,,,
15.10.2018,3.6465,,,,,
12.10.2018,3.6243,,,,,
11.10.2018,3.6308,,,,,
10.10.2018,3.6315,,,,,
09.10.2018,3.637,,,,,
08.10.2018,3.6435,,,,,
05.10.2018,3.625,,,,,
04.10.2018,3.6364,,,,,
03.10.2018,3.6438,,,,,
02.10.2018,3.6482,,,,,
01.10.2018,3.6372,,,,,
28.09.2018,3.6378,,,,,
27.09.2018,3.6067,,,,,
26.09.2018,3.583,,,,,
25.09.2018,3.5854,,,,,
24.09.2018,3.5765,,,,,
21.09.2018,3.5709,,,,,
20.09.2018,3.5716,,,,,
19.09.2018,3.5862,,,,,
18.09.2018,3.5888,,,,,
17.09.2018,3.582,,,,,
14.09.2018,3.5793,,,,,
13.09.2018,3.5661,,,,,
12.09.2018,3.5751,,,,,
11.09.2018,3.5802,,,,,
10.09.2018,3.5821,,,,,
07.09.2018,3.5931,,,,,
06.09.2018,3.5841,,,,,
05.09.2018,3.5999,,,,,
04.09.2018,3.6166,,,,,
03.09.2018,3.6131,,,,,
31.08.2018,3.6066,,,,,
30.08.2018,3.6136,,,,,
29.08.2018,3.6094,,,,,
28.08.2018,3.6269,,,,,
27.08.2018,3.6266,,,,,
24.08.2018,3.6189,,,,,
23.08.2018,3.6475,,,,,
22.08.2018,3.6305,,,,,
21.08.2018,3.64,,,,,
20.08.2018,3.6544,,,,,
17.08.2018,3.6604,,,,,
16.08.2018,3.6705,,,,,
15.08.2018,3.6828,,,,,
14.08.2018,3.6821,,,,,
13.08.2018,3.6926,,,,,
10.08.2018,3.7158,,,,,
09.08.2018,3.6905,,,,,
08.08.2018,3.6784,,,,,
07.08.2018,3.6793,,,,,
06.08.2018,3.7066,,,,,
03.08.2018,3.6894,,,,,
02.08.2018,3.6898,,,,,
01.08.2018,3.6758,,,,,
31.07.2018,3.6705,,,,,
30.07.2018,3.6641,,,,,
27.07.2018,3.6517,,,,,
26.07.2018,3.6496,,,,,
25.07.2018,3.6327,,,,,
24.07.2018,3.6501,,,,,
23.07.2018,3.6465,,,,,
20.07.2018,3.6282,,,,,
19.07.2018,3.645,,,,,
18.07.2018,3.6376,,,,,
17.07.2018,3.6319,,,,,
16.07.2018,3.6268,,,,,
13.07.2018,3.6381,,,,,
12.07.2018,3.6387,,,,,
11.07.2018,3.6489,,,,,
10.07.2018,3.6322,,,,,
09.07.2018,3.6306,,,,,
06.07.2018,3.6242,,,,,
05.07.2018,3.6393,,,,,
04.07.2018,3.6501,,,,,
03.07.2018,3.6503,,,,,
02.07.2018,3.6631,,,,,
29.06.2018,3.6566,,,,,
28.06.2018,3.6555,,,,,
27.06.2018,3.6483,,,,,
26.06.2018,3.6368,,,,,
25.06.2018,3.6187,,,,,
22.06.2018,3.6045,,,,,
21.06.2018,3.6226,,,,,
20.06.2018,3.6215,,,,,
19.06.2018,3.6309,,,,,
18.06.2018,3.6412,,,,,
15.06.2018,3.6246,,,,,
14.06.2018,3.6164,,,,,
13.06.2018,3.5906,,,,,
12.06.2018,3.5872,,,,,
11.06.2018,3.5696,,,,,
08.06.2018,3.5675,,,,,
07.06.2018,3.5706,,,,,
06.06.2018,3.5712,,,,,
05.06.2018,3.5662,,,,,
04.06.2018,3.5663,,,,,
01.06.2018,3.5579,,,,,
31.05.2018,3.5605,,,,,
30.05.2018,3.5696,,,,,
29.05.2018,3.5919,,,,,
28.05.2018,3.5741,,,,,
25.05.2018,3.5623,,,,,
24.05.2018,3.5647,,,,,
23.05.2018,3.572,,,,,
22.05.2018,3.5608,,,,,
21.05.2018,3.5726,,,,,
18.05.2018,3.5924,,,,,
17.05.2018,3.5928,,,,,
16.05.2018,3.5866,,,,,
15.05.2018,3.5989,,,,,
14.05.2018,3.5925,,,,,
11.05.2018,3.5752,,,,,
10.05.2018,3.5641,,,,,
09.05.2018,3.5839,,,,,
08.05.2018,3.6183,,,,,
07.05.2018,3.6061,,,,,
04.05.2018,3.6136,,,,,
03.05.2018,3.6166,,,,,
02.05.2018,3.6236,,,,,
01.05.2018,3.6083,,,,,
30.04.2018,3.5964,,,,,
27.04.2018,3.588,,,,,
26.04.2018,3.5867,,,,,
25.04.2018,3.5878,,,,,
24.04.2018,3.5652,,,,,
23.04.2018,3.5459,,,,,
20.04.2018,3.5297,,,,,
19.04.2018,3.5208,,,,,
18.04.2018,3.5134,,,,,
17.04.2018,3.5124,,,,,
16.04.2018,3.5277,,,,,
13.04.2018,3.5166,,,,,
12.04.2018,3.5116,,,,,
11.04.2018,3.5094,,,,,
10.04.2018,3.5012,,,,,
09.04.2018,3.5195,,,,,
06.04.2018,3.5366,,,,,
05.04.2018,3.5282,,,,,
04.04.2018,3.5362,,,,,
03.04.2018,3.5301,,,,,
02.04.2018,3.5267,,,,,
30.03.2018,3.4905,,,,,
29.03.2018,3.5055,,,,,
28.03.2018,3.5068,,,,,
27.03.2018,3.4895,,,,,
26.03.2018,3.4966,,,,,
23.03.2018,3.4849,,,,,
22.03.2018,3.4807,,,,,
21.03.2018,3.4648,,,,,
20.03.2018,3.4792,,,,,
19.03.2018,3.472,,,,,
16.03.2018,3.4575,,,,,
15.03.2018,3.4518,,,,,
14.03.2018,3.4364,,,,,
13.03.2018,3.4318,,,,,
12.03.2018,3.4433,,,,,
09.03.2018,3.4446,,,,,
08.03.2018,3.4581,,,,,
07.03.2018,3.4572,,,,,
06.03.2018,3.4578,,,,,
05.03.2018,3.4659,,,,,
02.03.2018,3.4419,,,,,
01.03.2018,3.468,,,,,
28.02.2018,3.4769,,,,,
27.02.2018,3.4836,,,,,
26.02.2018,3.483,,,,,
23.02.2018,3.4857,,,,,
22.02.2018,3.4932,,,,,
21.02.2018,3.4958,,,,,
20.02.2018,3.4987,,,,,
19.02.2018,3.5074,,,,,
16.02.2018,3.5475,,,,,
15.02.2018,3.5347,,,,,
14.02.2018,3.5229,,,,,
13.02.2018,3.5361,,,,,
12.02.2018,3.5208,,,,,
09.02.2018,3.5162,,,,,
08.02.2018,3.5175,,,,,
07.02.2018,3.4947,,,,,
06.02.2018,3.4822,,,,,
05.02.2018,3.4571,,,,,
02.02.2018,3.4499,,,,,
01.02.2018,3.4306,,,,,
31.01.2018,3.4196,,,,,
30.01.2018,3.4179,,,,,
29.01.2018,3.3986,,,,,
26.01.2018,3.3901,,,,,
25.01.2018,3.3948,,,,,
24.01.2018,3.4099,,,,,
23.01.2018,3.4105,,,,,
22.01.2018,3.4152,,,,,
19.01.2018,3.4166,,,,,
18.01.2018,3.4173,,,,,
17.01.2018,3.4426,,,,,
16.01.2018,3.4312,,,,,
15.01.2018,3.4009,,,,,
12.01.2018,3.3948,,,,,
11.01.2018,3.4192,,,,,
10.01.2018,3.4268,,,,,
09.01.2018,3.4423,,,,,
08.01.2018,3.4478,,,,,
05.01.2018,3.4326,,,,,
04.01.2018,3.4463,,,,,
03.01.2018,3.4519,,,,,
02.01.2018,3.4535,,,,,
01.01.2018,3.4701,,,,,
29.12.2017,3.48,,,,,
28.12.2017,3.4693,,,,,
27.12.2017,3.4792,,,,,
26.12.2017,3.4897,,,,,
25.12.2017,3.4831,,,,,
22.12.2017,3.4832,,,,,
21.12.2017,3.486,,,,,
20.12.2017,3.4952,,,,,
19.12.2017,3.5017,,,,,
18.12.2017,3.5052,,,,,
15.12.2017,3.5161,,,,,
14.12.2017,3.521,,,,,
13.12.2017,3.5229,,,,,
12.12.2017,3.5469,,,,,
11.12.2017,3.5302,,,,,
08.12.2017,3.5228,,,,,
07.12.2017,3.5175,,,,,
06.12.2017,3.5153,,,,,
05.12.2017,3.5044,,,,,
04.12.2017,3.4871,,,,,
01.12.2017,3.4855,,,,,
30.11.2017,3.4956,,,,,
29.11.2017,3.5041,,,,,
28.11.2017,3.5108,,,,,
27.11.2017,3.4998,,,,,
24.11.2017,3.5076,,,,,
23.11.2017,3.5113,,,,,
22.11.2017,3.5097,,,,,
21.11.2017,3.5158,,,,,
20.11.2017,3.5163,,,,,
17.11.2017,3.5133,,,,,
16.11.2017,3.517,,,,,
15.11.2017,3.5292,,,,,
14.11.2017,3.536,,,,,
13.11.2017,3.5431,,,,,
10.11.2017,3.5485,,,,,
09.11.2017,3.5256,,,,,
08.11.2017,3.5108,,,,,
07.11.2017,3.5156,,,,,
06.11.2017,3.5064,,,,,
03.11.2017,3.5114,,,,,
02.11.2017,3.5083,,,,,
01.11.2017,3.512,,,,,
31.10.2017,3.5211,,,,,
30.10.2017,3.5244,,,,,
27.10.2017,3.5337,,,,,
26.10.2017,3.528,,,,,
25.10.2017,3.5084,,,,,
24.10.2017,3.5052,,,,,
23.10.2017,3.4935,,,,,
20.10.2017,3.4916,,,,,
19.10.2017,3.4871,,,,,
18.10.2017,3.5038,,,,,
17.10.2017,3.5116,,,,,
16.10.2017,3.4949,,,,,
13.10.2017,3.5021,,,,,
12.10.2017,3.4998,,,,,
11.10.2017,3.4888,,,,,
10.10.2017,3.4939,,,,,
09.10.2017,3.5111,,,,,
06.10.2017,3.5201,,,,,
05.10.2017,3.5242,,,,,
04.10.2017,3.5136,,,,,
03.10.2017,3.5303,,,,,
02.10.2017,3.5375,,,,,
29.09.2017,3.5349,,,,,
28.09.2017,3.5301,,,,,
27.09.2017,3.5424,,,,,
26.09.2017,3.5265,,,,,
25.09.2017,3.5188,,,,,
22.09.2017,3.4933,,,,,
21.09.2017,3.5074,,,,,
20.09.2017,3.5165,,,,,
19.09.2017,3.5121,,,,,
18.09.2017,3.5259,,,,,
15.09.2017,3.5221,,,,,
14.09.2017,3.5202,,,,,
13.09.2017,3.5425,,,,,
12.09.2017,3.5433,,,,,
11.09.2017,3.5224,,,,,
08.09.2017,3.5116,,,,,
07.09.2017,3.5214,,,,,
06.09.2017,3.5492,,,,,
05.09.2017,3.5711,,,,,
04.09.2017,3.5731,,,,,
01.09.2017,3.573,,,,,
31.08.2017,3.585,,,,,
30.08.2017,3.5926,,,,,
29.08.2017,3.5726,,,,,
28.08.2017,3.5817,,,,,
25.08.2017,3.5841,,,,,
24.08.2017,3.5951,,,,,
23.08.2017,3.6076,,,,,
22.08.2017,3.6187,,,,,
21.08.2017,3.6169,,,,,
18.08.2017,3.6188,,,,,
17.08.2017,3.6243,,,,,
16.08.2017,3.6192,,,,,
15.08.2017,3.6167,,,,,
14.08.2017,3.5835,,,,,
11.08.2017,3.586,,,,,
10.08.2017,3.5869,,,,,
09.08.2017,3.597,,,,,
08.08.2017,3.6081,,,,,
07.08.2017,3.6151,,,,,
04.08.2017,3.6338,,,,,
03.08.2017,3.5997,,,,,
02.08.2017,3.577,,,,,
01.08.2017,3.5621,,,,,
31.07.2017,3.5612,,,,,
28.07.2017,3.56,,,,,
27.07.2017,3.558,,,,,
26.07.2017,3.5591,,,,,
25.07.2017,3.5747,,,,,
24.07.2017,3.5659,,,,,
21.07.2017,3.573,,,,,
20.07.2017,3.5553,,,,,
19.07.2017,3.5682,,,,,
18.07.2017,3.5691,,,,,
17.07.2017,3.5777,,,,,
14.07.2017,3.5556,,,,,
13.07.2017,3.539,,,,,
12.07.2017,3.5393,,,,,
11.07.2017,3.5643,,,,,
10.07.2017,3.5476,,,,,
07.07.2017,3.5396,,,,,
06.07.2017,3.5282,,,,,
05.07.2017,3.5088,,,,,
04.07.2017,3.5154,,,,,
03.07.2017,3.505,,,,,
30.06.2017,3.4884,,,,,
29.06.2017,3.4898,,,,,
28.06.2017,3.5039,,,,,
27.06.2017,3.5185,,,,,
26.06.2017,3.5223,,,,,
23.06.2017,3.5395,,,,,
22.06.2017,3.547,,,,,
21.06.2017,3.5391,,,,,
20.06.2017,3.5417,,,,,
19.06.2017,3.528,,,,,
16.06.2017,3.5191,,,,,
15.06.2017,3.5288,,,,,
14.06.2017,3.5211,,,,,
13.06.2017,3.5279,,,,,
12.06.2017,3.5419,,,,,
09.06.2017,3.5314,,,,,
08.06.2017,3.5268,,,,,
07.06.2017,3.5392,,,,,
06.06.2017,3.5411,,,,,
05.06.2017,3.543,,,,,
02.06.2017,3.5466,,,,,
01.06.2017,3.5541,,,,,
31.05.2017,3.5392,,,,,
30.05.2017,3.5449,,,,,
29.05.2017,3.5631,,,,,
26.05.2017,3.58,,,,,
25.05.2017,3.5686,,,,,
24.05.2017,3.5828,,,,,
23.05.2017,3.5922,,,,,
22.05.2017,3.5851,,,,,
19.05.2017,3.5806,,,,,
18.05.2017,3.5941,,,,,
17.05.2017,3.6099,,,,,
16.05.2017,3.5988,,,,,
15.05.2017,3.6045,,,,,
12.05.2017,3.6,,,,,
11.05.2017,3.6091,,,,,
10.05.2017,3.6021,,,,,
09.05.2017,3.6066,,,,,
08.05.2017,3.6004,,,,,
05.05.2017,3.5892,,,,,
04.05.2017,3.6062,,,,,
03.05.2017,3.6193,,,,,
02.05.2017,3.6068,,,,,
01.05.2017,3.6136,,,,,
28.04.2017,3.623,,,,,
27.04.2017,3.6315,,,,,
26.04.2017,3.638,,,,,
25.04.2017,3.6394,,,,,
24.04.2017,3.65,,,,,
21.04.2017,3.6714,,,,,
20.04.2017,3.6718,,,,,
19.04.2017,3.672,,,,,
18.04.2017,3.6646,,,,,
17.04.2017,3.6584,,,,,
14.04.2017,3.6546,,,,,
13.04.2017,3.6625,,,,,
12.04.2017,3.6414,,,,,
11.04.2017,3.6566,,,,,
10.04.2017,3.6592,,,,,
07.04.2017,3.655,,,,,
06.04.2017,3.6458,,,,,
05.04.2017,3.647,,,,,
04.04.2017,3.6517,,,,,
03.04.2017,3.6342,,,,,
31.03.2017,3.6308,,,,,
30.03.2017,3.6313,,,,,
29.03.2017,3.6178,,,,,
28.03.2017,3.6143,,,,,
27.03.2017,3.6121,,,,,
24.03.2017,3.6343,,,,,
23.03.2017,3.6504,,,,,
22.03.2017,3.646,,,,,
21.03.2017,3.6338,,,,,
20.03.2017,3.6257,,,,,
17.03.2017,3.634,,,,,
16.03.2017,3.6282,,,,,
15.03.2017,3.6301,,,,,
14.03.2017,3.666,,,,,
13.03.2017,3.6665,,,,,
10.03.2017,3.6758,,,,,
09.03.2017,3.6841,,,,,
08.03.2017,3.6908,,,,,
07.03.2017,3.6772,,,,,
06.03.2017,3.6773,,,,,
03.03.2017,3.6966,,,,,
02.03.2017,3.6953,,,,,
01.03.2017,3.6615,,,,,
28.02.2017,3.645,,,,,
27.02.2017,3.6663,,,,,
24.02.2017,3.6908,,,,,
23.02.2017,3.6998,,,,,
22.02.2017,3.6965,,,,,
21.02.2017,3.7011,,,,,
20.02.2017,3.714,,,,,
17.02.2017,3.707,,,,,
16.02.2017,3.7175,,,,,
15.02.2017,3.735,,,,,
14.02.2017,3.7473,,,,,
13.02.2017,3.7503,,,,,
10.02.2017,3.7555,,,,,
09.02.2017,3.7452,,,,,
08.02.2017,3.7483,,,,,
07.02.2017,3.753,,,,,
06.02.2017,3.7398,,,,,
03.02.2017,3.7535,,,,,
02.02.2017,3.7615,,,,,
01.02.2017,3.775,,,,,
31.01.2017,3.769,,,,,
30.01.2017,3.7745,,,,,
27.01.2017,3.776,,,,,
26.01.2017,3.7913,,,,,
25.01.2017,3.7837,,,,,
24.01.2017,3.7905,,,,,
23.01.2017,3.791,,,,,
20.01.2017,3.8065,,,,,
19.01.2017,3.8162,,,,,
18.01.2017,3.8216,,,,,
17.01.2017,3.8099,,,,,
16.01.2017,3.8308,,,,,
13.01.2017,3.8189,,,,,
12.01.2017,3.8276,,,,,
11.01.2017,3.8351,,,,,
10.01.2017,3.8465,,,,,
09.01.2017,3.8434,,,,,
06.01.2017,3.8448,,,,,
05.01.2017,3.8479,,,,,
04.01.2017,3.8564,,,,,
03.01.2017,3.866,,,,,
02.01.2017,3.852,,,,,
